College Code,College Name,Address,Phone Number,Pincode,Principal,Fees,Hostel Stats,Hostel for Boys,Hostel for Girls,Co-education,Cutoff,Government Type,Senior Phone Number
C149,DEF University,"707, Birch Street, City J",9876543210,911450,Prof. Arvind Sharma,36856,Available for Both,No,No,No,"['College_188', 'College_189']",Self-financed,9876543210
C150,UVW Institute of Design,"202, River Road, City E",9609876543,963587,Dr. Manisha Rao,41692,Available for Boys,Yes,No,No,"['College_198', 'College_199']",Self-financed,9988776655
C151,XYZ Institute of Technology,"123, Main Street, City A",9234567890,190011,Prof. Anjali Patel,42012,Available for Both,No,No,No,"['College_137', 'College_138']",Government-aided,9123456789
C152,MNO School of Business,"123, Main Street, City A",9876543210,219708,Prof. Arvind Sharma,26811,Not Available,No,No,Yes,"['College_184', 'College_185']",Government,9234567890
C153,RST College of Medical Sciences,"404, Oak Street, City G",9988776655,578066,Dr. Praveen Mehta,28965,Available for Boys,Yes,No,Yes,"['College_108', 'College_109']",Government-aided,9301234567
C154,XYZ Institute of Technology,"456, High Road, City B",9301234567,137217,Dr. Ramesh Nair,36500,Not Available,No,No,Yes,"['College_117', 'College_118']",Government-aided,9123456789
C155,JKL College of Law,"456, High Road, City B",9609876543,999130,Dr. Neha Bhatia,49302,Available for Boys,Yes,No,No,"['College_114', 'College_115']",Government-aided,9008765432
C156,PQR College of Arts,"303, Elm Street, City F",9876543210,759399,Dr. Praveen Mehta,25868,Available for Both,No,No,No,"['College_148', 'College_149']",Government,9008765432
C157,LMN College of Science,"303, Elm Street, City F",9182736450,645421,Prof. Sunita Verma,42723,Limited,No,No,Yes,"['College_151', 'College_152']",Self-financed,9988776655
C158,XYZ Institute of Technology,"505, Maple Street, City H",9234567890,998791,Prof. Sunita Verma,30928,Available for Boys,Yes,No,No,"['College_136', 'College_137']",Government-aided,9609876543
C159,DEF University,"606, Pine Street, City I",9123456789,109954,Prof. Sunita Verma,29272,Not Available,No,No,Yes,"['College_194', 'College_195']",Self-financed,9301234567
C160,RST College of Medical Sciences,"606, Pine Street, City I",9456127890,688291,Prof. Sunita Verma,47969,Available,No,No,No,"['College_171', 'College_172']",Self-financed,9301234567
C161,LMN College of Science,"505, Maple Street, City H",9609876543,811439,Dr. Manisha Rao,38721,Not Available,No,No,No,"['College_175', 'College_176']",Government-aided,9045671234
C162,XYZ Institute of Technology,"404, Oak Street, City G",9456127890,508005,Prof. Arvind Sharma,35732,Not Available,No,No,No,"['College_168', 'College_169']",Government-aided,9301234567
C163,GHI Institute of Management,"456, High Road, City B",9988776655,459607,Prof. Arvind Sharma,36321,Available for Boys,Yes,No,No,"['College_188', 'College_189']",Government-aided,9456127890
C164,DEF University,"707, Birch Street, City J",9988776655,258388,Prof. Anjali Patel,25705,Available,No,No,Yes,"['College_100', 'College_101']",Self-financed,9234567890
C165,JKL College of Law,"789, Park Avenue, City C",9008765432,900274,Prof. Vikram Singh,21108,Available for Both,No,No,Yes,"['College_114', 'College_115']",Self-financed,9301234567
C166,MNO School of Business,"606, Pine Street, City I",9988776655,409167,Prof. Vikram Singh,45521,Available for Boys,Yes,No,No,"['College_106', 'College_107']",Government,9456127890
C167,ABC College of Engineering,"202, River Road, City E",9456127890,736664,Prof. Sandeep Jha,26137,Available for Girls,No,Yes,Yes,"['College_156', 'College_157']",Government-aided,9876543210
C168,DEF University,"303, Elm Street, City F",9609876543,542475,Dr. Praveen Mehta,36742,Limited,No,No,Yes,"['College_128', 'College_129']",Self-financed,9988776655
C169,RST College of Medical Sciences,"101, Sunset Boulevard, City D",9008765432,602406,Prof. Sunita Verma,43324,Available for Both,No,No,No,"['College_185', 'College_186']",Self-financed,9609876543
C170,DEF University,"606, Pine Street, City I",9456127890,995642,Prof. Sunita Verma,36705,Available for Both,No,No,No,"['College_139', 'College_140']",Self-financed,9988776655
C171,GHI Institute of Management,"202, River Road, City E",9045671234,654747,Dr. Ramesh Nair,29039,Not Available,No,No,Yes,"['College_180', 'College_181']",Government-aided,9456127890
C172,ABC College of Engineering,"303, Elm Street, City F",9876543210,574309,Dr. Rajesh Kumar,30500,Available,No,No,Yes,"['College_184', 'College_185']",Government,9609876543
C173,GHI Institute of Management,"505, Maple Street, City H",9182736450,104783,Dr. Rajesh Kumar,21988,Available,No,No,No,"['College_146', 'College_147']",Government-aided,9008765432
C174,MNO School of Business,"101, Sunset Boulevard, City D",9008765432,283661,Prof. Vikram Singh,22765,Limited,No,No,Yes,"['College_130', 'College_131']",Government-aided,9988776655
C175,LMN College of Science,"606, Pine Street, City I",9182736450,686756,Prof. Sunita Verma,24954,Available for Both,No,No,No,"['College_172', 'College_173']",Self-financed,9008765432
C176,PQR College of Arts,"123, Main Street, City A",9456127890,157416,Prof. Sandeep Jha,22665,Available for Girls,No,Yes,No,"['College_184', 'College_185']",Government,9609876543
C177,DEF University,"505, Maple Street, City H",9876543210,977944,Prof. Vikram Singh,25763,Not Available,No,No,No,"['College_126', 'College_127']",Government,9301234567
C178,JKL College of Law,"505, Maple Street, City H",9988776655,332976,Prof. Sunita Verma,38152,Limited,No,No,Yes,"['College_122', 'College_123']",Government,9008765432
C179,PQR College of Arts,"202, River Road, City E",9301234567,652499,Dr. Praveen Mehta,20250,Available for Both,No,No,No,"['College_171', 'College_172']",Government-aided,9234567890
C180,MNO School of Business,"101, Sunset Boulevard, City D",9876543210,144060,Dr. Praveen Mehta,29029,Available for Girls,No,Yes,No,"['College_185', 'College_186']",Government-aided,9234567890
C181,XYZ Institute of Technology,"505, Maple Street, City H",9609876543,955731,Dr. Rajesh Kumar,36719,Available for Boys,Yes,No,Yes,"['College_113', 'College_114']",Self-financed,9988776655
C182,JKL College of Law,"202, River Road, City E",9045671234,892044,Dr. Praveen Mehta,35132,Not Available,No,No,Yes,"['College_123', 'College_124']",Government,9456127890
C183,GHI Institute of Management,"202, River Road, City E",9876543210,659502,Dr. Rajesh Kumar,23562,Available for Girls,No,Yes,Yes,"['College_120', 'College_121']",Self-financed,9234567890
C184,LMN College of Science,"202, River Road, City E",9234567890,689144,Dr. Praveen Mehta,48405,Available for Girls,No,Yes,Yes,"['College_185', 'College_186']",Self-financed,9609876543
C185,RST College of Medical Sciences,"505, Maple Street, City H",9234567890,378891,Dr. Praveen Mehta,48121,Available for Boys,Yes,No,No,"['College_190', 'College_191']",Government-aided,9123456789
C186,JKL College of Law,"101, Sunset Boulevard, City D",9609876543,720352,Dr. Rajesh Kumar,24130,Available for Both,No,No,No,"['College_106', 'College_107']",Government,9182736450
C187,XYZ Institute of Technology,"303, Elm Street, City F",9182736450,247261,Prof. Vikram Singh,25253,Available for Both,No,No,No,"['College_194', 'College_195']",Self-financed,9301234567
C188,JKL College of Law,"123, Main Street, City A",9456127890,153916,Dr. Neha Bhatia,48523,Available for Girls,No,Yes,Yes,"['College_121', 'College_122']",Self-financed,9456127890
C189,RST College of Medical Sciences,"707, Birch Street, City J",9123456789,167918,Dr. Rajesh Kumar,42910,Available for Girls,No,Yes,No,"['College_142', 'College_143']",Government,9008765432
C190,MNO School of Business,"101, Sunset Boulevard, City D",9234567890,964895,Dr. Ramesh Nair,31418,Available for Boys,Yes,No,No,"['College_154', 'College_155']",Self-financed,9234567890
C191,LMN College of Science,"505, Maple Street, City H",9876543210,953936,Prof. Sandeep Jha,26405,Available for Both,No,No,Yes,"['College_127', 'College_128']",Government-aided,9045671234
C192,XYZ Institute of Technology,"404, Oak Street, City G",9876543210,690423,Prof. Anjali Patel,31322,Available,No,No,Yes,"['College_180', 'College_181']",Government-aided,9456127890
C193,MNO School of Business,"123, Main Street, City A",9045671234,601989,Dr. Neha Bhatia,30793,Available for Girls,No,Yes,No,"['College_162', 'College_163']",Government-aided,9123456789
C194,JKL College of Law,"505, Maple Street, City H",9876543210,939534,Dr. Rajesh Kumar,29299,Limited,No,No,Yes,"['College_113', 'College_114']",Government,9301234567
C195,PQR College of Arts,"101, Sunset Boulevard, City D",9876543210,870058,Prof. Vikram Singh,26104,Available for Boys,Yes,No,No,"['College_154', 'College_155']",Government,9008765432
C196,MNO School of Business,"606, Pine Street, City I",9234567890,990290,Dr. Ramesh Nair,41751,Available for Boys,Yes,No,Yes,"['College_174', 'College_175']",Government,9234567890
C197,JKL College of Law,"456, High Road, City B",9123456789,172535,Prof. Arvind Sharma,20697,Available for Girls,No,Yes,Yes,"['College_124', 'College_125']",Self-financed,9876543210
C198,PQR College of Arts,"707, Birch Street, City J",9609876543,473349,Prof. Anjali Patel,25668,Available for Both,No,No,Yes,"['College_114', 'College_115']",Government,9301234567
C199,ABC College of Engineering,"202, River Road, City E",9234567890,932926,Dr. Rajesh Kumar,20078,Limited,No,No,Yes,"['College_152', 'College_153']",Government,9045671234
C200,XYZ Institute of Technology,"303, Elm Street, City F",9456127890,699130,Dr. Manisha Rao,25062,Available,No,No,No,"['College_151', 'College_152']",Government,9876543210
C201,PQR College of Arts,"101, Sunset Boulevard, City D",9456127890,957358,Dr. Neha Bhatia,29589,Available for Both,No,No,Yes,"['College_144', 'College_145']",Self-financed,9234567890
C202,GHI Institute of Management,"404, Oak Street, City G",9301234567,860311,Prof. Sunita Verma,45384,Limited,No,No,No,"['College_137', 'College_138']",Self-financed,9123456789
C203,GHI Institute of Management,"202, River Road, City E",9123456789,617432,Prof. Sandeep Jha,26212,Available for Boys,Yes,No,No,"['College_138', 'College_139']",Self-financed,9045671234
C204,JKL College of Law,"202, River Road, City E",9301234567,343511,Dr. Neha Bhatia,49677,Limited,No,No,No,"['College_165', 'College_166']",Government-aided,9045671234
C205,DEF University,"707, Birch Street, City J",9456127890,639617,Prof. Arvind Sharma,32247,Available for Both,No,No,No,"['College_108', 'College_109']",Government,9876543210
C206,GHI Institute of Management,"101, Sunset Boulevard, City D",9456127890,966052,Prof. Anjali Patel,31977,Available for Boys,Yes,No,Yes,"['College_167', 'College_168']",Self-financed,9123456789
C207,ABC College of Engineering,"707, Birch Street, City J",9456127890,955533,Prof. Sunita Verma,43698,Not Available,No,No,Yes,"['College_161', 'College_162']",Government,9234567890
C208,ABC College of Engineering,"707, Birch Street, City J",9123456789,787563,Prof. Vikram Singh,42172,Available for Boys,Yes,No,Yes,"['College_114', 'College_115']",Self-financed,9234567890
C209,LMN College of Science,"505, Maple Street, City H",9301234567,952170,Prof. Vikram Singh,24144,Limited,No,No,Yes,"['College_122', 'College_123']",Self-financed,9876543210
C210,XYZ Institute of Technology,"707, Birch Street, City J",9456127890,664297,Dr. Manisha Rao,41147,Available for Boys,Yes,No,No,"['College_142', 'College_143']",Government,9182736450
C211,RST College of Medical Sciences,"456, High Road, City B",9234567890,862056,Prof. Sandeep Jha,29401,Available for Girls,No,Yes,Yes,"['College_164', 'College_165']",Self-financed,9301234567
C212,PQR College of Arts,"202, River Road, City E",9876543210,936609,Prof. Anjali Patel,27847,Limited,No,No,Yes,"['College_153', 'College_154']",Government,9876543210
C213,JKL College of Law,"707, Birch Street, City J",9456127890,169000,Prof. Sandeep Jha,28293,Not Available,No,No,Yes,"['College_131', 'College_132']",Self-financed,9988776655
C214,GHI Institute of Management,"123, Main Street, City A",9008765432,368017,Prof. Arvind Sharma,35763,Available for Both,No,No,No,"['College_149', 'College_150']",Government-aided,9609876543
C215,JKL College of Law,"101, Sunset Boulevard, City D",9008765432,519080,Dr. Praveen Mehta,25630,Available for Girls,No,Yes,Yes,"['College_106', 'College_107']",Government-aided,9609876543
C216,RST College of Medical Sciences,"456, High Road, City B",9609876543,211236,Dr. Manisha Rao,22910,Available for Both,No,No,Yes,"['College_154', 'College_155']",Self-financed,9234567890
C217,RST College of Medical Sciences,"456, High Road, City B",9609876543,541470,Prof. Arvind Sharma,22026,Available,No,No,No,"['College_181', 'College_182']",Government,9182736450
C218,XYZ Institute of Technology,"505, Maple Street, City H",9123456789,220468,Prof. Sunita Verma,45889,Available for Both,No,No,Yes,"['College_107', 'College_108']",Government,9123456789
C219,DEF University,"202, River Road, City E",9301234567,985466,Dr. Ramesh Nair,37783,Not Available,No,No,Yes,"['College_130', 'College_131']",Government-aided,9234567890
C220,GHI Institute of Management,"606, Pine Street, City I",9045671234,325473,Dr. Neha Bhatia,32921,Available for Boys,Yes,No,No,"['College_147', 'College_148']",Government-aided,9123456789
C221,LMN College of Science,"101, Sunset Boulevard, City D",9301234567,643318,Dr. Ramesh Nair,31021,Available,No,No,No,"['College_106', 'College_107']",Government-aided,9609876543
C222,JKL College of Law,"707, Birch Street, City J",9045671234,839816,Prof. Vikram Singh,45071,Limited,No,No,No,"['College_149', 'College_150']",Self-financed,9609876543
C223,RST College of Medical Sciences,"707, Birch Street, City J",9123456789,163418,Dr. Manisha Rao,43276,Available for Both,No,No,No,"['College_110', 'College_111']",Government,9301234567
C224,MNO School of Business,"606, Pine Street, City I",9182736450,869255,Dr. Manisha Rao,20853,Available for Girls,No,Yes,No,"['College_192', 'College_193']",Government-aided,9045671234
C225,UVW Institute of Design,"303, Elm Street, City F",9876543210,852936,Dr. Ramesh Nair,27950,Limited,No,No,Yes,"['College_199', 'College_200']",Government,9301234567
C226,PQR College of Arts,"707, Birch Street, City J",9876543210,434057,Prof. Sandeep Jha,35055,Limited,No,No,No,"['College_174', 'College_175']",Government-aided,9123456789
C227,GHI Institute of Management,"606, Pine Street, City I",9045671234,449219,Prof. Sandeep Jha,40853,Available for Boys,Yes,No,Yes,"['College_198', 'College_199']",Government-aided,9045671234
C228,DEF University,"123, Main Street, City A",9008765432,725804,Prof. Anjali Patel,35707,Available for Boys,Yes,No,No,"['College_113', 'College_114']",Self-financed,9182736450
C229,RST College of Medical Sciences,"606, Pine Street, City I",9876543210,101488,Dr. Praveen Mehta,47540,Available,No,No,Yes,"['College_197', 'College_198']",Government,9609876543
C230,DEF University,"101, Sunset Boulevard, City D",9182736450,962959,Dr. Praveen Mehta,34192,Available,No,No,No,"['College_150', 'College_151']",Government,9045671234
C231,DEF University,"202, River Road, City E",9301234567,784550,Prof. Arvind Sharma,35848,Available for Both,No,No,No,"['College_118', 'College_119']",Self-financed,9876543210
C232,XYZ Institute of Technology,"404, Oak Street, City G",9045671234,715680,Dr. Rajesh Kumar,31272,Limited,No,No,No,"['College_163', 'College_164']",Government,9234567890
C233,PQR College of Arts,"707, Birch Street, City J",9123456789,459369,Dr. Ramesh Nair,20062,Available for Girls,No,Yes,Yes,"['College_176', 'College_177']",Government-aided,9301234567
C234,LMN College of Science,"505, Maple Street, City H",9182736450,828032,Prof. Vikram Singh,45437,Limited,No,No,No,"['College_185', 'College_186']",Government,9182736450
C235,MNO School of Business,"303, Elm Street, City F",9456127890,268437,Prof. Vikram Singh,22453,Available,No,No,No,"['College_199', 'College_200']",Government-aided,9301234567
C236,RST College of Medical Sciences,"505, Maple Street, City H",9182736450,949554,Prof. Anjali Patel,35911,Not Available,No,No,Yes,"['College_180', 'College_181']",Government,9008765432
C237,RST College of Medical Sciences,"202, River Road, City E",9045671234,324212,Prof. Vikram Singh,34617,Not Available,No,No,No,"['College_99', 'College_100']",Government,9301234567
C238,RST College of Medical Sciences,"404, Oak Street, City G",9876543210,766834,Dr. Manisha Rao,22650,Not Available,No,No,Yes,"['College_182', 'College_183']",Government,9876543210
C239,XYZ Institute of Technology,"123, Main Street, City A",9234567890,621812,Dr. Rajesh Kumar,22951,Limited,No,No,Yes,"['College_192', 'College_193']",Self-financed,9123456789
C240,JKL College of Law,"303, Elm Street, City F",9123456789,911863,Dr. Ramesh Nair,23939,Not Available,No,No,Yes,"['College_171', 'College_172']",Government,9456127890
C241,DEF University,"404, Oak Street, City G",9456127890,203122,Dr. Praveen Mehta,46471,Available for Boys,Yes,No,No,"['College_131', 'College_132']",Self-financed,9301234567
C242,LMN College of Science,"456, High Road, City B",9456127890,104980,Dr. Rajesh Kumar,35131,Available,No,No,Yes,"['College_112', 'College_113']",Self-financed,9123456789
C243,ABC College of Engineering,"707, Birch Street, City J",9988776655,928952,Prof. Sandeep Jha,43089,Available for Both,No,No,Yes,"['College_139', 'College_140']",Self-financed,9301234567
C244,PQR College of Arts,"101, Sunset Boulevard, City D",9182736450,557079,Dr. Praveen Mehta,33243,Available for Girls,No,Yes,No,"['College_147', 'College_148']",Self-financed,9234567890
C245,MNO School of Business,"101, Sunset Boulevard, City D",9182736450,207564,Prof. Sunita Verma,49617,Limited,No,No,Yes,"['College_159', 'College_160']",Self-financed,9609876543
C246,PQR College of Arts,"404, Oak Street, City G",9008765432,635468,Prof. Sandeep Jha,20339,Not Available,No,No,Yes,"['College_100', 'College_101']",Self-financed,9876543210
C247,RST College of Medical Sciences,"456, High Road, City B",9609876543,708087,Dr. Praveen Mehta,44078,Available for Girls,No,Yes,No,"['College_122', 'College_123']",Self-financed,9182736450
C248,DEF University,"789, Park Avenue, City C",9301234567,153022,Prof. Arvind Sharma,21363,Available for Both,No,No,No,"['College_132', 'College_133']",Government,9045671234
C249,JKL College of Law,"123, Main Street, City A",9234567890,383482,Prof. Sunita Verma,25287,Limited,No,No,Yes,"['College_190', 'College_191']",Government-aided,9609876543
C250,GHI Institute of Management,"606, Pine Street, City I",9008765432,373640,Prof. Sandeep Jha,25285,Available for Both,No,No,No,"['College_109', 'College_110']",Government,9988776655
C251,ABC College of Engineering,"606, Pine Street, City I",9988776655,953872,Dr. Rajesh Kumar,27510,Available,No,No,Yes,"['College_110', 'College_111']",Self-financed,9008765432
C252,UVW Institute of Design,"303, Elm Street, City F",9123456789,439576,Dr. Ramesh Nair,35425,Available,No,No,No,"['College_103', 'College_104']",Government-aided,9988776655
C253,UVW Institute of Design,"789, Park Avenue, City C",9876543210,641566,Prof. Sandeep Jha,22842,Available,No,No,No,"['College_99', 'College_100']",Self-financed,9456127890
C254,DEF University,"404, Oak Street, City G",9045671234,330064,Prof. Sunita Verma,32698,Available for Both,No,No,Yes,"['College_144', 'College_145']",Government,9301234567
C255,XYZ Institute of Technology,"202, River Road, City E",9123456789,738343,Dr. Manisha Rao,46419,Available,No,No,No,"['College_170', 'College_171']",Government-aided,9609876543
C256,UVW Institute of Design,"707, Birch Street, City J",9988776655,201012,Prof. Vikram Singh,32508,Not Available,No,No,Yes,"['College_120', 'College_121']",Self-financed,9045671234
C257,XYZ Institute of Technology,"303, Elm Street, City F",9456127890,300600,Prof. Arvind Sharma,45782,Available for Girls,No,Yes,No,"['College_130', 'College_131']",Government-aided,9301234567
C258,DEF University,"505, Maple Street, City H",9609876543,464505,Dr. Neha Bhatia,23773,Limited,No,No,Yes,"['College_150', 'College_151']",Government-aided,9045671234
C259,JKL College of Law,"123, Main Street, City A",9988776655,760661,Prof. Sunita Verma,48184,Available for Boys,Yes,No,No,"['College_109', 'College_110']",Government,9456127890
C260,UVW Institute of Design,"303, Elm Street, City F",9876543210,892182,Dr. Neha Bhatia,38207,Limited,No,No,Yes,"['College_104', 'College_105']",Self-financed,9301234567
C261,XYZ Institute of Technology,"606, Pine Street, City I",9234567890,447995,Dr. Rajesh Kumar,43949,Available for Girls,No,Yes,No,"['College_126', 'College_127']",Self-financed,9008765432
C262,LMN College of Science,"101, Sunset Boulevard, City D",9045671234,897635,Dr. Ramesh Nair,40632,Available for Boys,Yes,No,No,"['College_194', 'College_195']",Government-aided,9234567890
C263,DEF University,"202, River Road, City E",9301234567,906100,Prof. Anjali Patel,42771,Limited,No,No,Yes,"['College_177', 'College_178']",Government-aided,9045671234
C264,XYZ Institute of Technology,"303, Elm Street, City F",9182736450,691081,Prof. Vikram Singh,27037,Available for Both,No,No,Yes,"['College_140', 'College_141']",Self-financed,9876543210
C265,JKL College of Law,"123, Main Street, City A",9988776655,696163,Dr. Ramesh Nair,39236,Available,No,No,Yes,"['College_148', 'College_149']",Self-financed,9988776655
C266,LMN College of Science,"456, High Road, City B",9301234567,530869,Prof. Arvind Sharma,27095,Available for Boys,Yes,No,No,"['College_185', 'College_186']",Self-financed,9456127890
C267,PQR College of Arts,"606, Pine Street, City I",9182736450,574117,Dr. Manisha Rao,42959,Limited,No,No,No,"['College_168', 'College_169']",Self-financed,9123456789
C268,XYZ Institute of Technology,"404, Oak Street, City G",9988776655,480993,Prof. Sandeep Jha,36900,Not Available,No,No,No,"['College_143', 'College_144']",Government-aided,9123456789
C269,UVW Institute of Design,"303, Elm Street, City F",9609876543,575807,Prof. Sandeep Jha,45858,Available for Girls,No,Yes,No,"['College_153', 'College_154']",Government,9045671234
C270,LMN College of Science,"101, Sunset Boulevard, City D",9609876543,344599,Dr. Neha Bhatia,37242,Available for Boys,Yes,No,Yes,"['College_138', 'College_139']",Self-financed,9123456789
C271,ABC College of Engineering,"303, Elm Street, City F",9008765432,843189,Dr. Praveen Mehta,21932,Available for Girls,No,Yes,No,"['College_183', 'College_184']",Government-aided,9301234567
C272,PQR College of Arts,"505, Maple Street, City H",9988776655,325497,Dr. Rajesh Kumar,23313,Available for Boys,Yes,No,Yes,"['College_197', 'College_198']",Government,9234567890
C273,LMN College of Science,"606, Pine Street, City I",9609876543,209332,Dr. Neha Bhatia,39704,Available for Boys,Yes,No,No,"['College_119', 'College_120']",Self-financed,9045671234
C274,GHI Institute of Management,"303, Elm Street, City F",9988776655,767727,Dr. Neha Bhatia,47212,Available for Boys,Yes,No,Yes,"['College_124', 'College_125']",Government,9456127890
C275,RST College of Medical Sciences,"101, Sunset Boulevard, City D",9123456789,925935,Dr. Praveen Mehta,21798,Available for Boys,Yes,No,No,"['College_173', 'College_174']",Government,9988776655
C276,GHI Institute of Management,"404, Oak Street, City G",9301234567,753836,Dr. Rajesh Kumar,26065,Available for Girls,No,Yes,No,"['College_143', 'College_144']",Self-financed,9234567890
C277,DEF University,"202, River Road, City E",9045671234,592195,Prof. Anjali Patel,40037,Limited,No,No,No,"['College_179', 'College_180']",Self-financed,9123456789
C278,GHI Institute of Management,"303, Elm Street, City F",9609876543,924780,Dr. Ramesh Nair,35140,Limited,No,No,Yes,"['College_128', 'College_129']",Government,9123456789
C279,MNO School of Business,"707, Birch Street, City J",9123456789,514639,Dr. Ramesh Nair,29707,Available for Boys,Yes,No,No,"['College_181', 'College_182']",Self-financed,9234567890
C280,GHI Institute of Management,"202, River Road, City E",9988776655,748844,Dr. Manisha Rao,35916,Available for Both,No,No,No,"['College_102', 'College_103']",Self-financed,9456127890
C281,MNO School of Business,"101, Sunset Boulevard, City D",9988776655,348586,Prof. Sunita Verma,22738,Available for Boys,Yes,No,Yes,"['College_138', 'College_139']",Government-aided,9123456789
C282,RST College of Medical Sciences,"456, High Road, City B",9123456789,272712,Prof. Sandeep Jha,30879,Available,No,No,No,"['College_164', 'College_165']",Self-financed,9876543210
C283,LMN College of Science,"606, Pine Street, City I",9045671234,652397,Prof. Sandeep Jha,20429,Available for Both,No,No,No,"['College_117', 'College_118']",Government-aided,9988776655
C284,PQR College of Arts,"303, Elm Street, City F",9609876543,839954,Prof. Arvind Sharma,38232,Limited,No,No,Yes,"['College_162', 'College_163']",Government-aided,9301234567
C285,RST College of Medical Sciences,"303, Elm Street, City F",9123456789,674300,Dr. Praveen Mehta,28556,Available,No,No,Yes,"['College_148', 'College_149']",Self-financed,9045671234
C286,JKL College of Law,"404, Oak Street, City G",9182736450,685906,Dr. Neha Bhatia,21647,Limited,No,No,Yes,"['College_116', 'College_117']",Government,9988776655
C287,RST College of Medical Sciences,"505, Maple Street, City H",9456127890,570902,Dr. Neha Bhatia,29570,Available for Girls,No,Yes,Yes,"['College_119', 'College_120']",Government-aided,9234567890
C288,XYZ Institute of Technology,"707, Birch Street, City J",9876543210,456232,Prof. Arvind Sharma,36833,Available for Both,No,No,Yes,"['College_173', 'College_174']",Government-aided,9988776655
C289,ABC College of Engineering,"505, Maple Street, City H",9008765432,560177,Dr. Praveen Mehta,41332,Available,No,No,No,"['College_174', 'College_175']",Self-financed,9876543210
C290,UVW Institute of Design,"404, Oak Street, City G",9988776655,341036,Dr. Manisha Rao,20583,Not Available,No,No,No,"['College_132', 'College_133']",Government,9045671234
C291,ABC College of Engineering,"707, Birch Street, City J",9876543210,583258,Dr. Praveen Mehta,36880,Available for Boys,Yes,No,Yes,"['College_157', 'College_158']",Government-aided,9045671234
C292,LMN College of Science,"606, Pine Street, City I",9456127890,881041,Dr. Ramesh Nair,40934,Limited,No,No,Yes,"['College_129', 'College_130']",Government,9234567890
C293,PQR College of Arts,"303, Elm Street, City F",9182736450,877563,Prof. Anjali Patel,47027,Available,No,No,Yes,"['College_196', 'College_197']",Government,9182736450
C294,DEF University,"101, Sunset Boulevard, City D",9234567890,164619,Prof. Arvind Sharma,30150,Not Available,No,No,Yes,"['College_180', 'College_181']",Self-financed,9301234567
C295,UVW Institute of Design,"123, Main Street, City A",9234567890,401582,Dr. Rajesh Kumar,23050,Available for Both,No,No,Yes,"['College_152', 'College_153']",Government-aided,9876543210
C296,LMN College of Science,"789, Park Avenue, City C",9988776655,891316,Prof. Arvind Sharma,26000,Limited,No,No,Yes,"['College_155', 'College_156']",Self-financed,9876543210
C297,LMN College of Science,"202, River Road, City E",9609876543,135964,Prof. Anjali Patel,28432,Not Available,No,No,No,"['College_170', 'College_171']",Self-financed,9045671234
C298,UVW Institute of Design,"789, Park Avenue, City C",9456127890,145285,Dr. Neha Bhatia,29693,Not Available,No,No,No,"['College_106', 'College_107']",Self-financed,9234567890
C299,ABC College of Engineering,"303, Elm Street, City F",9609876543,271581,Prof. Anjali Patel,23046,Available for Boys,Yes,No,Yes,"['College_121', 'College_122']",Government,9301234567
C300,XYZ Institute of Technology,"606, Pine Street, City I",9045671234,990109,Dr. Ramesh Nair,28376,Limited,No,No,No,"['College_190', 'College_191']",Government-aided,9182736450
